Image,Object type,Museum number,Title,Denomination,Escapement,Description,Producer name,School/style,State,Authority,Ethnic name (made by),Ethnic name (assoc),Culture,Production date,Production place,Find spot,Materials,Ware,Type series,Technique,Dimensions,Inscription,Curators Comments,Bib references,Location,Exhibition history,Condition,Subjects,Assoc name,Assoc place,Assoc events,Assoc titles,Acq name (acq),Acq name (finding),Acq name (excavator),Acq name (previous),Acq date,Acq notes (acq),Acq notes (exc),Dept,BM/Big number,Reg number,Add ids,Cat no,Banknote serial number,Joined objects
"",coin (object name),No: Optional[OR.1140],,,,"Silver coin.; ",,,,Rana Bahadur Shah,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"0.650 grammes; ",,,,Not on display,,,,,,,,,,,,,,,Money and Medals,,OR.1140,,,
"",coin (object name),"No: Optional[1970,0220.11]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1992,Minted in: Nepal,,alloy,,,,"5.890 grammes; ",,,,Not on display,,,,,,,,,,,,1970,,,Money and Medals,,"1970,0220.11",,,
"",coin (object name),"No: Optional[1989,0904.1724]",,,,"Gold coin.; ",,,,Rajendra Vikram Shah,,,Shah Dynasty,1816-1847,Issued in: Nepal,,gold,,,,,,,,Not on display,,,,,,,,,,,,,,,Money and Medals,,"1989,0904.1724",,,
"",coin (object name),"No: Optional[1970,0220.10]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1969,Minted in: Nepal,,alloy,,,,"4.540 grammes; ",,,,Not on display,,,,,,,,,,,,1970,,,Money and Medals,,"1970,0220.10",,,
"",coin (object name),"No: Optional[1989,0904.1733]",,,,"Gold coin.; ",,,,Rajendra Vikram Shah,,,Shah Dynasty,1816-1847,Issued in: Nepal,,gold,,,,,,,,Not on display,,,,,,,,,,,,,,,Money and Medals,,"1989,0904.1733",,,
"",coin (object name),No: Optional[OR.1136],,,,"Silver coin.; ",,,,Ranabahadur Saha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.630 grammes; ",,,,Not on display,,,,,,,,,,,,,,,Money and Medals,,OR.1136,,,
"",coin (object name),"No: Optional[1853,0301.1033]",,,,"Silver coin.; ",,,,,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.440 grammes; ",,,,Not on display,,,,,,,,Purchased from: Hon Emily Eden,,,Purchased from: Hon Emily Eden,1853,,,Money and Medals,,"1853,0301.1033",,,
"",coin (object name),"No: Optional[1965,0326.60]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1979,Minted in: Nepal,,alloy,,,,"11.270 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.60",,,
"",coin (object name),"No: Optional[1965,0326.75]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1997,Minted in: Nepal,,alloy,,,,"5.780 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.75",,,
"",coin (object name),"No: Optional[1965,0326.83]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1978,Minted in: Nepal,,alloy,,,,"2.640 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.83",,,
"",coin (object name),"No: Optional[1974,0202.5]",,,,"Cupronickel coin.; ",,,,Mahendra Vira Vikrama,,,Shah Dynasty,,Minted in: Nepal,,cupronickel,,,,"4.170 grammes; ",,,,Not on display,,,,,,,,Donated by: Nicholas G Rhodes,,,Donated by: Nicholas G Rhodes,1974,,,Money and Medals,,"1974,0202.5",,,
"",coin (object name),"No: Optional[1965,0326.63]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1983,Minted in: Nepal,,alloy,,,,"13.950 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.63",,,
"",coin (object name),"No: Optional[1965,0326.35]",,,,"Cupronickel coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,2005,Minted in: Nepal,,cupronickel,,,,"10.930 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.35",,,
"",coin (object name),"No: Optional[1965,0326.66]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1991,Minted in: Nepal,,alloy,,,,"14.510 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.66",,,
"",coin (object name),"No: Optional[1965,0326.33]",,,,"Cupronickel coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1989,Minted in: Nepal,,cupronickel,,,,"10.870 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.33",,,
"",coin (object name),"No: Optional[1965,0326.29]",,,,"Silver coin.; ",,,,Laksmi Divyesvari Devi,,,Shah Dynasty,1971,Minted in: Nepal,,silver,,,,"5.690 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.29",,,
"",coin (object name),"No: Optional[1965,0326.34]",,,,"Cupronickel coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,2005,Minted in: Nepal,,cupronickel,,,,"11.020 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.34",,,
"",coin (object name),"No: Optional[1965,0326.64]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1985,Minted in: Nepal,,alloy,,,,"12.610 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.64",,,
"",coin (object name),"No: Optional[1965,0326.80]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1975,Minted in: Nepal,,alloy,,,,"5.520 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.80",,,
"",coin (object name),"No: Optional[1968,0210.30]",,,,"Silver coin.; ",,,,Rajendra Vikram Shah,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.240 grammes; ",,,,Not on display,,,,,,,,Purchased from: Nicholas G Rhodes,,,Purchased from: Nicholas G Rhodes,1968,,,Money and Medals,,"1968,0210.30",,,
"",coin (object name),"No: Optional[1968,0210.33]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1983,Minted in: Nepal,,alloy,,,,"5.220 grammes; ",,,,Not on display,,,,,,,,Purchased from: Nicholas G Rhodes,,,Purchased from: Nicholas G Rhodes,1968,,,Money and Medals,,"1968,0210.33",,,
"",coin (object name),"No: Optional[1965,0326.44]",,,,"Cupronickel coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,2004,Minted in: Nepal,,cupronickel,,,,"5.490 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.44",,,
"",coin (object name),"No: Optional[1965,0326.26]",,,,"Silver coin.; ",,,,Queen Subharna Prabha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"1.360 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.26",,,
"",coin (object name),"No: Optional[1968,0210.32]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1976,Minted in: Nepal,,alloy,,,,"7.470 grammes; ",,,,Not on display,,,,,,,,Purchased from: Nicholas G Rhodes,,,Purchased from: Nicholas G Rhodes,1968,,,Money and Medals,,"1968,0210.32",,,
"",coin (object name),"No: Optional[1965,0326.93]",,,,"Cupronickel coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1999,Minted in: Nepal,,cupronickel,,,,"2.220 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.93",,,
"",coin (object name),"No: Optional[1965,0326.73]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1993,Minted in: Nepal,,alloy,,,,"5.630 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.73",,,
"",coin (object name),"No: Optional[1965,0326.123]",,,,"Alloy coin.; ",,,,Tribhuvana Vira Vikrams,,,Shah Dynasty,2005,Minted in: Nepal,,alloy,,,,"1.950 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.123",,,
"",coin (object name),"No: Optional[1968,0210.35]",,,,"Cupronickel coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1993,Minted in: Nepal,,cupronickel,,,,"2.190 grammes; ",,,,Not on display,,,,,,,,Purchased from: Nicholas G Rhodes,,,Purchased from: Nicholas G Rhodes,1968,,,Money and Medals,,"1968,0210.35",,,
"",coin (object name),"No: Optional[1968,0210.34]",,,,"Cupronickel coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,2006,Minted in: Nepal,,cupronickel,,,,"11.070 grammes; ",,,,Not on display,,,,,,,,Purchased from: Nicholas G Rhodes,,,Purchased from: Nicholas G Rhodes,1968,,,Money and Medals,,"1968,0210.34",,,
"",coin (object name),"No: Optional[1965,0326.67]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1996,Minted in: Nepal,,alloy,,,,"14.450 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.67",,,
"",coin (object name),"No: Optional[1965,0326.70]",,,,"Alloy coin.; ",,,,Tribhunana Vira Vikrama,,,Shah Dynasty,1982,Minted in: Nepal,,alloy,,,,"5.170 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.70",,,
"",coin (object name),"No: Optional[1965,0326.30]",,,,"Silver coin.; ",,,,Laksmi Divyesvari Devi,,,Shah Dynasty,1971,Minted in: Nepal,,silver,,,,"2.710 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.30",,,
"",coin (object name),"No: Optional[1965,0326.25]",,,,"Silver coin.; ",,,,Rana Bahadur Shah,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.490 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.25",,,
"",coin (object name),"No: Optional[1965,0326.28]",,,,"Silver coin.; ",,,,Rajendra Vikram Shah,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"2.750 grammes; ",,,,Not on display,,,,,,,,From: Nicholas G Rhodes,,,From: Nicholas G Rhodes,1965,,,Money and Medals,,"1965,0326.28",,,
"",coin (object name),"No: Optional[1958,0404.2]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1955,Minted in: Nepal,,alloy,,,,"5.090 grammes; ",,,,Not on display,,,,,,,,,,,,1958,,,Money and Medals,,"1958,0404.2",,,
"",coin (object name),"No: Optional[1981,0502.5]",,,,"Cupronickel coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1979 (VS 2036),Minted in: Nepal,,cupronickel,,,,"7.430 grammes; ",,,,Not on display,,,,,,,,,,,,1981,,,Money and Medals,,"1981,0502.5",,,
"",coin (object name),"No: Optional[1853,0606.44]",,,,"Silver coin.; ",,,,Rajendra Vikram Shah,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.390 grammes; ",,,,Not on display,,,,,,,,Purchased from: Capt William Strachey,,,Purchased from: Capt William Strachey,1853,,,Money and Medals,,"1853,0606.44",,,
"",coin (object name),"No: Optional[1970,0220.6]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1968,Minted in: Nepal,,alloy,,,,"10.580 grammes; ",,,,Not on display,,,,,,,,,,,,1970,,,Money and Medals,,"1970,0220.6",,,
"",coin (object name),"No: Optional[1906,1103.2251]",,,,"Silver coin.; ",,,,Cirvana Yodoha Vikrama Saha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.440 grammes; ",,,,Not on display,,,,,,,,,,,,1906,,,Money and Medals,,"1906,1103.2251",,,
"",coin (object name),"No: Optional[1978,0803.14]",,,,"Aluminium coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1978 (VS 2035),Minted in: Nepal,,aluminium,,,,"1.270 grammes; ",,,,Not on display,,,,,,,,,,,,1978,,,Money and Medals,,"1978,0803.14",,,
"",coin (object name),"No: Optional[1902,1203.18]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1950,Minted in: Nepal,,alloy,,,,"4.960 grammes; ",,,,Not on display,,,,,,,,,,,,1902,,,Money and Medals,,"1902,1203.18",,,
"",coin (object name),"No: Optional[1979,0908.11]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1945 (VS 1888),Minted in: Nepal,,alloy,,,,"5.120 grammes; ",,,,Not on display,,,,,,,,,,,,1979,,,Money and Medals,,"1979,0908.11",,,
"",coin (object name),"No: Optional[1975,0927.1]",,,,"Cupronickel coin.; ",,,,Mahendra Vira Vikrama,,,Shah Dynasty,1960 (VS 2017),Minted in: Nepal,,cupronickel,,,,"5.950 grammes; ",,,,Not on display,,,,,,,,,,,,1975,,,Money and Medals,,"1975,0927.1",,,
"",coin (object name),"No: Optional[1866,1201.4385]",,,,"Silver coin.; ",,,,Rajendra Vikram Shah,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.360 grammes; ",,,,Not on display,,,,,,,,Bequeathed by: James Woodhouse,,,Bequeathed by: James Woodhouse,1866,,,Money and Medals,,"1866,1201.4385",,,
"",coin (object name),"No: Optional[1971,0816.5]",,,,"Aluminium coin.; ",,,,Mahendra Vira Vikrama,,,Shah Dynasty,1969 (VS 2026),Minted in: Nepal,,aluminium,,,,"0.880 grammes; ",,,,Not on display,,,,,,,,,,,,1971,,,Money and Medals,,"1971,0816.5",,,
"",coin (object name),"No: Optional[1837,1030.150]",,,,"Silver coin.; ",,,,Cirvana Yodoha Vikrama Saha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.330 grammes; ",,,,Not on display,,,,,,,,Purchased from: Matthew Young,,,Purchased from: Matthew Young,1837,,,Money and Medals,,"1837,1030.150",,,
"",coin (object name),"No: Optional[1978,0803.8]",,,,"Cupronickel coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1973 (VS 2030),Minted in: Nepal,,cupronickel,,,,"3.130 grammes; ",,,,Not on display,,,,,,,,,,,,1978,,,Money and Medals,,"1978,0803.8",,,
"",coin (object name),"No: Optional[1847,1201.1891]",,,,"Gold coin.; ",,,,Girvan Yuddha Vikram Shah,,,Shah Dynasty,1779-1816,Issued in: Nepal,,gold,,,,,,,,Not on display,,,,,,,,,,,,,,,Money and Medals,,"1847,1201.1891",Other BM number: OR.6019 (OR.6019),,
"",coin (object name),"No: Optional[1969,0806.2]",,,,"Silver coin.; ",,,,Prthvi Vira Vikrama Saha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"10.980 grammes; ",,,,Not on display,,,,,,,,,,,,1969,,,Money and Medals,,"1969,0806.2",,,
"",coin (object name),"No: Optional[1910,0405.30]",,,,"Gold coin.; ",,,,Surendra Vikram Shah,,,Shah Dynasty,1847-1881,Issued in: Nepal,,gold,,,,,,,,Not on display,,,,,,,,Purchased from: Spink & Son Ltd,,,Purchased from: Spink & Son Ltd,1910,,,Money and Medals,,"1910,0405.30",,,
"",coin (object name),"No: Optional[1970,0220.5]",,,,"Silver coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1911 (SE 1833),Minted in: Nepal,,silver,,,,"2.720 grammes; ",,,,Not on display,,,,,,,,,,,,1970,,,Money and Medals,,"1970,0220.5",,,
"",coin (object name),"No: Optional[1981,0502.12]",,,,"Aluminium coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1979 (VS 2036),Minted in: Nepal,,aluminium,,,,"1.220 grammes; ",,,,Not on display,,,,,,,,,,,,1981,,,Money and Medals,,"1981,0502.12",,,
"",coin (object name),"No: Optional[1910,0405.34]",,,,"Gold coin.; ",,,,Surendra Vikram Shah,,,Shah Dynasty,1847-1881,Issued in: Nepal,,gold,,,,,,,,Not on display,,,,,,,,Purchased from: Spink & Son Ltd,,,Purchased from: Spink & Son Ltd,1910,,,Money and Medals,,"1910,0405.34",,,
"",coin (object name),"No: Optional[1847,0619.113]",,,,"Silver coin.; ",,,,Cirvana Yodoha Vikrama Saha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.530 grammes; ",,,,Not on display,,,,,,,,Purchased from: Joseph Curt,,,Purchased from: Joseph Curt,1847,,,Money and Medals,,"1847,0619.113",,,
"",coin (object name),"No: Optional[1979,0803.21]",,,,"Alloy coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1976 (VS 2033),Minted in: Nepal,,alloy,,,,"2.370 grammes; ",,,,Not on display,,,,,,,,,,,,1979,,,Money and Medals,,"1979,0803.21",,,
"",coin (object name),"No: Optional[1981,0502.2]",,,,"Cupronickel coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1979 (VS 2036),Minted in: Nepal,,cupronickel,,,,"15.290 grammes; ",,,,Not on display,,,,,,,,,,,,1981,,,Money and Medals,,"1981,0502.2",,,
"",coin (object name),"No: Optional[1975,0920.4]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1968,Minted in: Nepal,,alloy,,,,"5.260 grammes; ",,,,Not on display,,,,,,,,,,,,1975,,,Money and Medals,,"1975,0920.4",,,
"",coin (object name),"No: Optional[1979,0908.12]",,,,"Cupronickel coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1975 (VS 2032),Minted in: Nepal,,cupronickel,,,,"3.000 grammes; ",,,,Not on display,,,,,,,,,,,,1979,,,Money and Medals,,"1979,0908.12",,,
"",coin (object name),"No: Optional[1853,0105.194]",,,,"Silver coin.; ",,,,Ranabahadur Saha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.540 grammes; ",,,,Not on display,,,,,,,,Purchased from: Harry Osborn Cureton,,,Purchased from: Harry Osborn Cureton,1853,,,Money and Medals,,"1853,0105.194",,,
"",coin (object name),"No: Optional[1981,0502.11]",,,,"Aluminium coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1979 (VS 2036),Minted in: Nepal,,aluminium,,,,"1.390 grammes; ",,,,Not on display,,,,,,,,,,,,1981,,,Money and Medals,,"1981,0502.11",,,
"",coin (object name),"No: Optional[1970,0220.8]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1967,Minted in: Nepal,,alloy,,,,"5.390 grammes; ",,,,Not on display,,,,,,,,,,,,1970,,,Money and Medals,,"1970,0220.8",,,
"",coin (object name),"No: Optional[1969,0730.5]",,,,"Aluminium coin.; ",,,,Mahendra Vira Vikrama,,,Shah Dynasty,1968 (VS 2025),Minted in: Nepal,,aluminium,,,,"1.200 grammes; ",,,,Not on display,,,,,,,,,,,,1969,,,Money and Medals,,"1969,0730.5",,,
"",coin (object name),"No: Optional[1920,0720.7]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1950,Minted in: Nepal,,alloy,,,,"10.150 grammes; ",,,,Not on display,,,,,,,,,,,,1920,,,Money and Medals,,"1920,0720.7",,,
"",coin (object name),"No: Optional[1974,1107.15]",,,,"Alloy coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1973 (VS 2030),Minted in: Nepal,,alloy,,,,"4.990 grammes; ",,,,Not on display,,,,,,,,,,,,1974,,,Money and Medals,,"1974,1107.15",,,
"",coin (object name),"No: Optional[1853,0301.1038]",,,,"Silver coin.; ",,,,Rajendra Vikram Shah,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.460 grammes; ",,,,Not on display,,,,,,,,Purchased from: Hon Emily Eden,,,Purchased from: Hon Emily Eden,1853,,,Money and Medals,,"1853,0301.1038",,,
"",coin (object name),"No: Optional[1850,1205.18]",,,,"Silver coin.; ",,,,Rajendra Vikram Shah,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.470 grammes; ",,,,Not on display,,,,,,,,Donated by: Queen Victoria,,,Donated by: Queen Victoria,1850,,,Money and Medals,,"1850,1205.18",,,
"",coin (object name),"No: Optional[1979,0908.15]",,,,"Aluminium coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1977 (VS 2034),Minted in: Nepal,,aluminium,,,,"0.640 grammes; ",,,,Not on display,,,,,,,,,,,,1979,,,Money and Medals,,"1979,0908.15",,,
"",coin (object name),"No: Optional[1910,0405.37]",,,,"Silver coin.; ",,,,Surenora Vikramasaha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.540 grammes; ",,,,Not on display,,,,,,,,Purchased from: Spink & Son Ltd,,,Purchased from: Spink & Son Ltd,1910,,,Money and Medals,,"1910,0405.37",,,
"",coin (object name),"No: Optional[1922,0424.4341]",,,,"Silver coin.; ",,,,Surenora Vikramasaha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.590 grammes; ",,,,Not on display,,,,,,,,Purchased from: R B Whitehead,,,Purchased from: R B Whitehead,1922,,,Money and Medals,,"1922,0424.4341",,,
"",coin (object name),"No: Optional[1971,0218.31]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1964,Minted in: Nepal,,alloy,,,,"2.620 grammes; ",,,,Not on display,,,,,,,,,,,,1971,,,Money and Medals,,"1971,0218.31",,,
"",coin (object name),"No: Optional[1973,0421.1]",,,,"Cupronickel coin.; ",,,,Mahendra Vira Vikrama,,,Shah Dynasty,1969 (VS 2026),Minted in: Nepal,,cupronickel,,,,"9.880 grammes; ",,,,Not on display,,,,,,,,,,,,1973,,,Money and Medals,,"1973,0421.1",,,
"",coin (object name),"No: Optional[1920,0720.19]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1951,Minted in: Nepal,,alloy,,,,"5.720 grammes; ",,,,Not on display,,,,,,,,,,,,1920,,,Money and Medals,,"1920,0720.19",,,
"",coin (object name),"No: Optional[1970,0220.7]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1968,Minted in: Nepal,,alloy,,,,"1.400 grammes; ",,,,Not on display,,,,,,,,,,,,1970,,,Money and Medals,,"1970,0220.7",,,
"",coin (object name),"No: Optional[1889,1203.84]",,,,"Alloy coin.; ",,,,Surendra Vikram Shah,,,Shah Dynasty,,Minted in: Nepal,,alloy,,,,"0.150 grammes; ",,,,Not on display,,,,,,,,Purchased from: Indian Museum,,,Purchased from: Indian Museum,,,,Money and Medals,,"1889,1203.84",,,
"",coin (object name),"No: Optional[1902,1203.23]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1954,Minted in: Nepal,,alloy,,,,"5.400 grammes; ",,,,Not on display,,,,,,,,,,,,1902,,,Money and Medals,,"1902,1203.23",,,
"",coin (object name),"No: Optional[1978,0803.11]",,,,"Aluminium coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1977 (VS 2034),Minted in: Nepal,,aluminium,,,,"1.220 grammes; ",,,,Not on display,,,,,,,,,,,,1978,,,Money and Medals,,"1978,0803.11",,,
"",coin (object name),"No: Optional[1978,0803.12]",,,,"Aluminium coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1974 (VS 2031),Minted in: Nepal,,aluminium,,,,"1.250 grammes; ",,,,Not on display,,,,,,,,,,,,1978,,,Money and Medals,,"1978,0803.12",,,
"",coin (object name),"No: Optional[1978,0803.7]",,,,"Cupronickel coin.; ",,,,Birendra Vira Vikrama,,,Shah Dynasty,1978 (VS 2035),Minted in: Nepal,,cupronickel,,,,"3.060 grammes; ",,,,Not on display,,,,,,,,,,,,1978,,,Money and Medals,,"1978,0803.7",,,
"",coin (object name),"No: Optional[1971,0816.3]",,,,"Alloy coin.; ",,,,Mahendra Vira Vikrama,,,Shah Dynasty,1969 (VS 2026),Minted in: Nepal,,alloy,,,,"3.990 grammes; ",,,,Not on display,,,,,,,,,,,,1971,,,Money and Medals,,"1971,0816.3",,,
"",coin (object name),"No: Optional[1963,1001.4]",,,,"Alloy coin.; ",,,,Mahendra Vira Vikrama,,,Shah Dynasty,1964 (VS 2021),Minted in: Nepal,,alloy,,,,"3.800 grammes; ",,,,Not on display,,,,,,,,,,,,1963,,,Money and Medals,,"1963,1001.4",,,
"",coin (object name),"No: Optional[1837,1030.154]",,,,"Silver coin.; ",,,,Cirvana Yodoha Vikrama Saha,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"5.350 grammes; ",,,,Not on display,,,,,,,,Purchased from: Matthew Young,,,Purchased from: Matthew Young,1837,,,Money and Medals,,"1837,1030.154",,,
"",coin (object name),"No: Optional[1910,0405.38]",,,,"Silver coin.; ",,,,Surendra Vikram Shah,,,Shah Dynasty,,Minted in: Nepal,,silver,,,,"2.740 grammes; ",,,,Not on display,,,,,,,,Purchased from: Spink & Son Ltd,,,Purchased from: Spink & Son Ltd,1910,,,Money and Medals,,"1910,0405.38",,,
"",coin (object name),"No: Optional[1920,0720.8]",,,,"Alloy coin.; ",,,,Prithvi Bir Bikram Shah,,,Shah Dynasty,1951,Minted in: Nepal,,alloy,,,,"5.160 grammes; ",,,,Not on display,,,,,,,,,,,,1920,,,Money and Medals,,"1920,0720.8",,,
"",coin (object name),"No: Optional[1971,0218.36]",,,,"Alloy coin.; ",,,,Mahendra Vira Vikrama,,,Shah Dynasty,1970 (VS 2027),Minted in: Nepal,,alloy,,,,"4.020 grammes; ",,,,Not on display,,,,,,,,,,,,1971,,,Money and Medals,,"1971,0218.36",,,
